age,months_as_customer,policy_annual_premium,umbrella_limit,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,claim_ratio,avg_claim_per_vehicle,injury_ratio,property_ratio,vehicle_ratio,high_claim_flag,no_witness_high_claim,incident_type,incident_severity,policy_state,insured_sex,collision_type,nlp_fraud_score,fraud_label
44,259,1655.79,0,8,1,0,0,105820,16280,16280,73260,63.870496562630144,52910.0,0.1538447000122849,0.1538447000122849,0.692301150055282,1,1,2,1,2,0,1,0.1199742857615153,0
43,241,935.77,0,21,1,1,0,7150,1300,650,5200,7.632609925595397,3575.0,0.18179275625786603,0.09089637812893302,0.7271710250314641,1,1,3,3,1,1,0,0.1099832439422607,0
58,437,1192.04,0,23,1,0,0,55800,11160,11160,33480,46.7712733856367,27900.0,0.19999641583484168,0.19999641583484168,0.599989247504525,1,1,2,2,1,1,1,0.1363528675630868,0
34,130,990.11,0,8,1,1,3,5830,1060,1060,3710,5.8822935900152356,2915.0,0.1817870005144915,0.1817870005144915,0.6362545018007203,1,0,1,3,2,1,0,0.1335860877134362,0
41,269,1422.21,0,21,1,2,1,85900,17180,17180,51540,60.35651801209941,42950.0,0.19999767173839653,0.19999767173839653,0.5999930152151896,1,0,2,0,2,0,3,0.5597630786895753,1
29,103,914.85,0,5,1,2,3,7110,790,1580,4740,7.763280013102582,3555.0,0.11109548586696667,0.22219097173393335,0.6665729152018001,1,0,1,1,2,1,0,0.0873722219467163,0
43,284,1123.84,0,12,3,0,0,36960,6720,3360,26880,32.85800647203158,9240.0,0.18181326262817565,0.09090663131408783,0.7272530505127026,1,1,0,2,0,1,3,0.1285283970832825,0
39,189,838.02,0,7,3,2,0,64400,6440,6440,51520,76.75621558484899,16100.0,0.0999984472290803,0.0999984472290803,0.7999875778326424,1,1,0,1,2,0,2,0.1285283970832825,0
43,267,1300.68,0,0,1,1,3,1920,480,0,1440,1.4750169012353265,960.0,0.24986985944820406,0.0,0.7496095783446122,0,0,1,1,2,1,0,0.1335860877134362,0
22,39,1173.21,0,14,1,0,1,86130,15660,7830,62640,73.35144480118548,43065.0,0.1818160708687929,0.09090803543439645,0.7272642834751716,1,0,2,0,1,1,2,0.4616602198282877,1
32,140,985.97,5000000,13,1,2,3,82170,14940,7470,59760,83.25481017660111,41085.0,0.18181596913753026,0.09090798456876513,0.727263876550121,1,0,2,0,0,0,3,0.5597630786895753,1
41,243,1129.23,0,1,1,1,0,50300,10060,5030,35210,44.50421595604434,25150.0,0.19999602393590585,0.09999801196795292,0.6999860837756705,1,1,2,0,1,0,1,0.5597630786895753,1
31,116,1194.83,0,23,1,0,0,44200,4420,8840,30940,36.96177550320698,22100.0,0.09999773760774643,0.19999547521549285,0.699984163254225,1,1,2,0,1,0,3,0.1363528675630868,0
43,219,1114.29,0,1,1,2,2,66660,6060,6060,54540,59.76920800867936,33330.0,0.09090772715680832,0.09090772715680832,0.818169544411275,1,0,2,0,1,0,3,0.1363528675630868,0
26,96,1509.04,0,9,1,2,3,78320,7120,14240,56960,51.866175730444226,39160.0,0.09090793018475249,0.18181586036950498,0.7272634414780199,1,0,2,2,2,0,1,0.1285283970832825,0
34,149,664.86,0,3,1,0,1,105040,16160,16160,72720,157.7508785630613,52520.0,0.1538446892165916,0.1538446892165916,0.6923011014746623,1,0,2,2,1,0,2,0.1199742857615153,0
43,246,1267.4,6000000,0,1,2,1,50700,5070,5070,40560,39.971617786187316,25350.0,0.09999802765231455,0.09999802765231455,0.7999842212185164,1,0,2,1,1,1,3,0.1199742857615153,0
45,293,1119.23,0,13,3,1,1,51210,11380,5690,34140,45.71382662488953,12802.5,0.2222178828767257,0.11110894143836285,0.6666536486301771,1,0,0,2,0,0,1,0.1285283970832825,0
48,339,1698.51,0,18,3,2,1,51840,8640,8640,34560,30.50290966219675,12960.0,0.16666345170810748,0.16666345170810748,0.6666538068324299,1,0,0,2,2,1,2,0.1363528675630868,0
33,160,1422.78,0,17,3,2,3,52800,5280,5280,42240,37.08438101392069,13200.0,0.09999810609647544,0.09999810609647544,0.7999848487718035,1,0,0,2,0,0,1,0.1285283970832825,0
42,224,1212.75,0,11,1,0,0,55200,9200,13800,32200,45.4788877445932,27600.0,0.16666364739769207,0.2499954710965381,0.5833227658919222,1,1,2,1,2,0,1,0.1363528675630868,0
34,194,1423.34,0,0,1,0,3,9100,1400,1400,6300,6.388923992866872,4550.0,0.15382924953301835,0.15382924953301835,0.6922316228985825,1,0,3,1,1,1,0,0.0993852642810706,0
51,385,976.37,0,14,3,1,3,67600,13520,6760,47320,69.16520867225309,16900.0,0.19999704146388367,0.09999852073194183,0.6999896451235929,1,0,0,1,1,0,2,0.1363528675630868,0
33,100,1124.59,6000000,4,1,1,2,40800,6800,6800,27200,36.247656784441936,20400.0,0.1666625817994657,0.1666625817994657,0.6666503271978628,1,0,2,1,2,1,2,0.1363528675630868,0
50,371,1569.33,0,2,3,2,1,84500,13000,13000,58500,53.81034559614858,21125.0,0.15384433320315735,0.15384433320315735,0.6922994994142081,1,0,0,0,1,1,3,0.5597630786895753,1
39,175,1359.36,5000000,9,3,2,2,71610,13020,6510,52080,52.6404775206563,17902.5,0.1818156428481658,0.0909078214240829,0.7272625713926631,1,0,0,0,1,1,1,0.5597630786895753,1
55,373,1607.36,0,21,4,0,2,60600,6060,12120,42420,37.67813176154593,12120.0,0.0999983498622135,0.199996699724427,0.6999884490354945,1,0,0,0,1,1,2,0.4774945961345326,1
41,258,1042.25,0,0,3,2,3,81240,6770,20310,54160,77.87203450754852,20310.0,0.08333230757868564,0.24999692273605692,0.6666584606294851,1,0,0,0,0,1,2,0.4774945961345326,1
39,255,1453.95,0,17,3,0,3,29300,2930,5860,20510,20.138149077287878,7325.0,0.09999658714719634,0.19999317429439267,0.6999761100303744,1,0,0,2,2,0,3,0.1199742857615153,0
31,37,1969.63,0,21,3,1,1,76450,6950,13900,55600,38.794700172026204,19112.5,0.09090790179330552,0.18181580358661104,0.7272632143464441,1,0,0,2,0,0,3,0.1363528675630868,0
44,322,1156.19,0,20,3,0,3,49400,9880,4940,34580,42.68961881799877,12350.0,0.19999595149895752,0.09999797574947876,0.6999858302463513,1,0,0,0,0,0,3,0.1285283970832825,0
38,204,1124.47,0,5,1,0,1,90530,16460,16460,57610,80.43750610855909,45265.0,0.18181617346544277,0.18181617346544277,0.6363566071290497,1,0,2,2,0,0,3,0.1285283970832825,0
31,76,1493.5,5000000,7,1,2,1,8030,1460,730,5840,5.373034459685513,4015.0,0.18179554227368946,0.09089777113684473,0.7271821690947579,1,0,3,1,2,0,0,0.0993852642810706,0
40,193,1155.38,0,6,1,0,0,63900,6390,6390,51120,55.25865200020754,31950.0,0.09999843507926323,0.09999843507926323,0.7999874806341059,1,1,2,1,0,0,3,0.1199742857615153,0
55,405,878.19,0,2,4,0,2,38640,4830,4830,28980,43.949544467066275,7728.0,0.12499676509407107,0.12499676509407107,0.7499805905644263,1,0,0,1,0,1,2,0.1199742857615153,0
58,435,1145.85,0,19,3,1,1,41490,9220,4610,27660,36.1773553646946,10372.5,0.22221686630835602,0.11110843315417801,0.6666505989250681,1,0,0,2,1,1,2,0.1285283970832825,0
35,54,1261.28,0,21,3,2,0,79090,14380,7190,57520,62.656462908388,19772.5,0.18181588297024945,0.09090794148512472,0.7272635318809978,1,1,0,1,1,0,3,0.1285283970832825,0
35,144,1427.46,0,3,3,0,0,87900,17580,8790,61530,61.53479971437772,21975.0,0.19999772471302943,0.09999886235651471,0.699992036495603,1,1,0,0,0,1,3,0.1199742857615153,0
32,92,1592.41,0,22,1,2,3,53400,5340,5340,42720,33.51303179972511,26700.0,0.09999812737589184,0.09999812737589184,0.7999850190071347,1,0,2,2,0,1,2,0.1285283970832825,0
36,173,1274.63,0,22,1,2,3,52030,9460,9460,33110,40.78768922022843,26015.0,0.1818146873978974,0.1818146873978974,0.6363514058926409,1,0,2,2,2,1,2,0.1285283970832825,0
60,436,1362.31,0,16,1,0,2,82060,14920,7460,59680,60.19173922292069,41030.0,0.18181596617150655,0.09090798308575328,0.7272638646860262,1,0,2,1,1,1,1,0.1199742857615153,0
35,155,919.37,0,0,1,0,3,48360,8060,8060,32240,52.544085530819125,24180.0,0.16666322036351605,0.16666322036351605,0.6666528814540642,1,0,2,1,2,0,1,0.1199742857615153,0
31,78,1377.23,0,1,3,2,1,52290,5810,11620,34860,37.93996647874447,13072.5,0.11110898625002391,0.22221797250004782,0.6666539175001435,1,0,0,1,2,0,3,0.1363528675630868,0
57,440,995.55,5000000,19,3,0,3,68200,12400,12400,43400,68.43610456073453,17050.0,0.18181551590152636,0.18181551590152636,0.6363543056553423,1,0,0,0,0,1,2,0.4616602198282877,1
43,264,1508.12,6000000,0,3,2,1,60750,13500,6750,40500,40.25524809160306,15187.5,0.22221856430346826,0.11110928215173413,0.6666556929104047,1,0,0,0,0,1,2,0.4040630399613154,1
30,66,484.67,0,2,3,0,2,65560,11920,11920,41720,134.9887783886178,16390.0,0.18181540855081527,0.18181540855081527,0.6363539299278534,1,0,0,0,1,0,1,0.4040630399613154,1
50,366,1561.41,0,5,3,1,3,70290,12780,12780,44730,44.98819131982002,17572.5,0.181815595168656,0.181815595168656,0.636354583090296,1,0,0,1,1,0,2,0.1285283970832825,0
37,188,1457.21,0,6,1,2,0,45000,5000,5000,35000,30.859752710514947,22500.0,0.1111086420301771,0.1111086420301771,0.7777604942112397,1,1,2,2,2,0,2,0.1199742857615153,0
39,224,1128.71,0,21,3,2,1,61800,12360,6180,43260,54.704304644554796,15450.0,0.1999967638064109,0.09999838190320545,0.6999886733224382,1,0,0,2,0,0,2,0.1199742857615153,0
46,253,1358.2,0,11,3,0,0,64570,5870,11740,46960,47.5058858151854,16142.5,0.09090768301559524,0.18181536603119047,0.7272614641247619,1,1,0,0,0,0,1,0.1199742857615153,0
61,446,1232.79,0,3,1,2,0,70500,7050,14100,49350,57.14100454696504,35250.0,0.09999858158040312,0.19999716316080624,0.6999900710628219,1,1,2,1,0,0,2,0.1363528675630868,0
37,169,936.19,0,4,3,2,1,57900,17370,5790,34740,61.78042872843287,14475.0,0.2999948187423361,0.09999827291411202,0.5999896374846722,1,0,0,2,0,1,3,0.1285283970832825,0
46,255,1302.34,0,2,3,1,0,57860,5260,10520,42080,44.39363481516719,14465.0,0.0909075197455972,0.1818150394911944,0.7272601579647776,1,1,0,1,0,0,1,0.1199742857615153,0
39,209,1264.99,0,22,1,1,1,37800,8400,4200,25200,29.858055750835316,18900.0,0.22221634348297664,0.11110817174148832,0.6666490304489299,1,0,2,1,1,1,3,0.1363528675630868,0
37,210,1467.76,0,8,1,1,3,63300,6330,6330,50640,43.097578910101035,31650.0,0.09999842024612565,0.09999842024612565,0.7999873619690052,1,0,2,2,2,0,1,0.1363528675630868,0
33,174,1124.43,0,14,3,0,1,44200,8840,4420,30940,39.27387754014021,11050.0,0.19999547521549285,0.09999773760774643,0.699984163254225,1,0,0,2,1,0,2,0.1199742857615153,0
28,70,1319.81,0,14,4,1,0,31680,3520,3520,24640,23.985281758920664,6336.0,0.11110760392664373,0.11110760392664373,0.7777532274865061,1,1,0,1,0,1,3,0.1199742857615153,0
32,89,1482.53,0,5,1,1,2,100,10,20,70,0.06740679325662441,50.0,0.09900990099009901,0.19801980198019803,0.693069306930693,0,0,1,3,1,0,0,0.1335860877134362,0
61,458,1328.18,0,18,1,2,1,56340,6260,6260,43820,42.38703561594366,28170.0,0.11110913899291812,0.11110913899291812,0.7777639729504269,1,0,2,1,1,0,1,0.1199742857615153,0
40,239,1463.95,0,20,3,0,0,69740,6340,6340,57060,47.60572033175193,17435.0,0.09090778738475215,0.09090778738475215,0.8181700864627693,1,1,0,2,1,0,2,0.1363528675630868,0
38,161,1133.85,0,0,3,2,2,60480,5040,15120,40320,53.29338679120589,15120.0,0.08333195549015393,0.2499958664704618,0.6666556439212314,1,0,0,2,0,1,1,0.1199742857615153,0
61,446,1037.32,0,1,3,2,1,80880,6740,13480,60660,77.89506125279298,20220.0,0.08333230301306858,0.16666460602613717,0.7499907271176173,1,0,0,1,1,0,2,0.1285283970832825,0
61,476,1562.8,0,10,1,1,2,49390,8980,4490,35920,31.583322675533957,24695.0,0.1818145006175214,0.0909072503087607,0.7272580024700857,1,0,2,2,1,0,1,0.1285283970832825,0
29,70,1425.79,0,12,1,0,3,69360,11560,11560,46240,48.61261993706152,34680.0,0.16666426377935728,0.16666426377935728,0.6666570551174291,1,0,2,1,1,0,1,0.1199742857615153,0
41,233,1615.14,0,6,1,0,1,3740,680,680,2380,2.314155951835856,1870.0,0.181769580326116,0.181769580326116,0.6361935311414061,0,0,3,1,2,0,0,0.1099832439422607,0
33,122,1236.5,0,1,1,0,1,5060,460,920,3680,4.088888888888889,2530.0,0.09089112823552657,0.18178225647105314,0.7271290258842126,0,0,1,3,0,1,0,0.0873722219467163,0
48,335,1017.97,0,21,3,0,0,35860,3260,6520,26080,35.1924001687979,8965.0,0.09090655586849224,0.18181311173698447,0.7272524469479379,1,1,0,2,0,0,1,0.4616602198282877,1
40,257,1306.0,0,3,3,2,1,50050,7700,3850,38500,38.2938026013772,12512.5,0.1538430800583405,0.07692154002917025,0.7692154002917024,1,0,0,0,1,1,1,0.4616602198282877,1
27,85,1174.14,0,14,4,0,0,59070,10740,5370,42960,50.26635124325612,11814.0,0.1818151038580691,0.09090755192903455,0.7272604154322764,1,1,0,1,0,1,2,0.1363528675630868,0
30,133,1231.01,0,19,3,1,2,28440,3160,3160,22120,23.08422821243334,7110.0,0.11110720438803136,0.11110720438803136,0.7777504307162195,1,0,0,1,1,1,1,0.1363528675630868,0
34,119,1299.18,0,7,1,2,1,45540,8280,8280,28980,35.02591948807088,22770.0,0.18181418941173888,0.18181418941173888,0.6363496629410861,1,0,2,0,0,0,1,0.4774945961345326,1
34,169,1469.75,0,0,1,0,0,38700,7740,3870,27090,26.31310555838858,19350.0,0.1999948321748792,0.0999974160874396,0.6999819126120772,1,1,2,1,1,0,2,0.1363528675630868,0
39,225,1390.72,0,6,1,2,1,5830,1060,530,4240,4.189061018020866,2915.0,0.1817870005144915,0.09089350025724575,0.727148002057966,0,0,1,3,2,1,0,0.1335860877134362,0
32,84,1694.09,7000000,0,1,0,2,57240,4770,9540,42930,33.768118506981935,28620.0,0.08333187750039307,0.16666375500078615,0.7499868975035376,1,0,2,2,0,0,2,0.5597630786895753,1
39,169,1140.15,0,9,3,0,3,46200,4200,8400,33600,40.48547517854795,11550.0,0.09090712322244107,0.18181424644488214,0.7272569857795286,1,0,0,2,2,1,2,0.1199742857615153,0
32,124,1310.71,0,23,1,0,1,57700,5770,5770,46160,43.98838157824519,28850.0,0.09999826692778288,0.09999826692778288,0.799986135422263,1,0,2,2,1,0,3,0.1363528675630868,0
48,320,1730.49,7000000,13,3,2,0,56160,4680,9360,42120,32.43449283565022,14040.0,0.08333184950410427,0.16666369900820854,0.7499866455369384,1,1,0,1,0,1,1,0.1285283970832825,0
47,297,1616.65,7000000,0,3,0,3,44400,5550,5550,33300,27.44722282323123,11100.0,0.12499718474809125,0.12499718474809125,0.7499831084885475,1,0,0,2,1,1,3,0.1199742857615153,0
56,421,1935.85,4000000,7,1,2,3,92730,16860,8430,67440,47.876707024292024,46365.0,0.18181622111268075,0.09090811055634038,0.727264884450723,1,0,2,0,1,1,2,0.4774945961345326,1
33,136,855.14,0,23,1,0,1,30700,3070,6140,21490,35.8586212535333,15350.0,0.09999674277710824,0.19999348555421648,0.6999771994397577,1,0,2,1,2,0,3,0.1285283970832825,0
24,46,1568.47,4000000,7,1,2,0,56600,11320,5660,39620,36.063129591518155,28300.0,0.19999646649352484,0.09999823324676242,0.699987632727337,1,1,2,0,2,0,3,0.1199742857615153,0
24,34,1550.53,0,20,1,0,1,3960,660,660,2640,2.5523193235064743,1980.0,0.1666245897500631,0.1666245897500631,0.6664983590002524,0,0,1,3,1,0,0,0.1335860877134362,0
30,95,1370.92,0,22,1,0,3,34800,3480,6960,24360,25.36591054872004,17400.0,0.09999712651935289,0.19999425303870577,0.6999798856354702,1,0,2,1,0,1,2,0.1199742857615153,0
36,140,1363.59,0,10,3,2,0,79500,7950,7950,63600,58.25925735935336,19875.0,0.09999874215418673,0.09999874215418673,0.7999899372334939,1,1,0,1,1,0,2,0.1199742857615153,0
34,200,828.42,3000000,10,1,2,2,56000,5600,5600,44800,67.51706011429674,28000.0,0.09999821431760147,0.09999821431760147,0.7999857145408118,1,0,2,2,1,0,1,0.1199742857615153,0
29,123,1209.63,0,17,1,1,0,73260,16280,0,56980,60.5139472836457,36630.0,0.22221918892726006,0.0,0.7777671612454102,1,1,2,1,1,0,2,0.4040630399613154,1
46,267,1111.17,0,3,1,2,3,4950,900,450,3600,4.45075842721886,2475.0,0.1817814582912543,0.09089072914562715,0.7271258331650172,0,0,1,3,2,1,0,0.1335860877134362,0
42,290,989.97,0,10,1,0,1,48000,4800,9600,33600,48.437389628343944,24000.0,0.09999791671006854,0.19999583342013708,0.6999854169704798,1,0,2,1,1,1,2,0.1363528675630868,0
37,45,1114.23,0,1,1,0,1,52200,10440,5220,36540,46.806488347695094,26100.0,0.19999616865577288,0.09999808432788644,0.699986590295205,1,0,2,0,1,1,3,0.1363528675630868,0
38,186,1347.31,0,1,3,2,3,73800,12300,12300,49200,54.73518701188896,18450.0,0.16666440834135038,0.16666440834135038,0.6666576333654015,1,0,0,1,1,0,2,0.1199742857615153,0
34,135,1687.53,0,7,1,1,2,78200,15640,7820,54740,46.31247297945551,39100.0,0.19999744248794774,0.09999872124397387,0.699991048707817,1,0,2,2,0,0,3,0.1199742857615153,0
33,110,1183.48,0,19,1,2,3,55200,13800,9200,32200,46.602728623531,27600.0,0.2499954710965381,0.16666364739769207,0.5833227658919222,1,0,2,0,1,1,2,0.5597630786895753,1
43,259,1537.13,0,3,3,0,2,57060,6340,6340,44380,37.09699440229369,14265.0,0.11110916387725417,0.11110916387725417,0.7777641471407791,1,0,0,2,0,0,3,0.1199742857615153,0
30,114,1173.25,0,3,1,0,3,4680,520,520,3640,3.9855226740472642,2340.0,0.11108737449262979,0.11108737449262979,0.7776116214484085,0,0,3,1,2,0,0,0.1099832439422607,0
56,404,1361.16,4000000,23,1,2,0,53100,5310,5310,42480,38.98220473365831,26550.0,0.09999811679629385,0.09999811679629385,0.7999849343703508,1,1,2,1,1,0,1,0.4774945961345326,1
48,282,1422.56,7000000,7,1,1,2,3520,640,320,2560,2.472674140886229,1760.0,0.18176654359556943,0.09088327179778471,0.7270661743822777,0,0,3,1,2,0,0,0.0993852642810706,0
25,57,1143.06,0,0,3,0,1,72900,14580,14580,43740,63.720434242959286,18225.0,0.19999725655340805,0.19999725655340805,0.5999917696602242,1,0,0,2,0,0,1,0.1199742857615153,0
38,215,1405.71,0,10,1,0,1,70700,7070,14140,49490,50.259115240525766,35350.0,0.09999858559284876,0.19999717118569751,0.6999900991499413,1,0,2,2,1,0,2,0.1199742857615153,0
30,140,1354.2,0,4,4,0,0,60170,5470,10940,43760,44.399350649350644,12034.0,0.09090758006348573,0.18181516012697146,0.7272606405078859,1,1,0,1,0,0,3,0.1285283970832825,0
42,250,1055.6,0,16,1,1,1,74800,13600,6800,54400,70.79310997539278,37400.0,0.18181575112632184,0.09090787556316092,0.7272630045052874,1,0,2,0,1,1,2,0.4040630399613154,1
41,286,999.43,0,3,1,2,0,4100,820,410,2870,4.098237757764162,2050.0,0.1999512314069739,0.09997561570348695,0.6998293099244087,0,1,3,3,0,1,0,0.1099832439422607,0
47,356,1155.97,0,5,1,0,3,61490,5590,11180,44720,53.14744548259678,30745.0,0.09090761249613764,0.1818152249922753,0.7272608999691011,1,0,2,1,1,1,3,0.1199742857615153,0
29,65,1726.91,0,14,1,0,0,7200,720,1440,5040,4.166883691858951,3600.0,0.09998611303985558,0.19997222607971116,0.699902791278989,0,1,3,3,0,1,0,0.1099832439422607,0
34,187,1232.57,0,7,3,0,0,45100,8200,4100,32800,36.560551894096,11275.0,0.18181415046229574,0.09090707523114787,0.727256601849183,1,1,0,1,1,0,3,0.1199742857615153,0
53,386,1078.65,0,16,1,2,3,66660,12120,6060,48480,61.74223127865511,33330.0,0.18181545431361665,0.09090772715680832,0.7272618172544666,1,0,2,1,2,1,1,0.1285283970832825,0
41,197,1324.78,0,6,1,2,2,76400,15280,7640,53480,57.62645386112327,38200.0,0.19999738223321684,0.09999869111660842,0.6999908378162589,1,0,2,0,2,0,1,0.4774945961345326,1
37,166,1518.54,0,10,1,1,1,58300,10600,10600,37100,38.3668741856088,29150.0,0.181815063206463,0.181815063206463,0.6363527212226205,1,0,2,2,1,0,2,0.1363528675630868,0
49,293,1239.06,0,19,1,1,1,57310,5210,10420,41680,46.21550570133704,28655.0,0.09090750466751583,0.18181500933503167,0.7272600373401267,1,0,2,2,0,0,1,0.1199742857615153,0
32,179,1246.68,0,10,1,0,1,53100,5900,5900,41300,42.5589894844832,26550.0,0.11110901866254873,0.11110901866254873,0.7777631306378411,1,0,2,1,2,0,1,0.1199742857615153,0
24,76,1622.67,0,6,3,1,1,74700,14940,7470,52290,46.006885635627924,18675.0,0.19999732265966988,0.09999866132983494,0.6999906293088446,1,0,0,2,2,0,3,0.1199742857615153,0
28,105,1082.36,0,12,3,2,2,60500,12100,6050,42350,55.844779205434946,15125.0,0.19999669426951622,0.09999834713475811,0.6999884299433067,1,0,0,0,2,0,2,0.1199742857615153,0
26,97,1270.55,0,10,3,2,3,84920,7720,15440,61760,66.78463292831584,21230.0,0.09090802039542634,0.18181604079085267,0.7272641631634107,1,0,0,2,2,1,3,0.4616602198282877,1
36,148,1236.32,5000000,0,1,2,0,61050,5550,11100,44400,49.34051013480749,30525.0,0.09090760184108368,0.18181520368216736,0.7272608147286694,1,1,2,2,0,0,3,0.1285283970832825,0
26,77,785.82,0,12,3,2,0,69080,12560,6280,50240,87.79644645535191,17270.0,0.1818155498617565,0.09090777493087825,0.727262199447026,1,1,0,0,0,1,2,0.5597630786895753,1
46,295,1265.84,0,10,1,1,3,4560,760,380,3420,3.5995074358245716,2280.0,0.16663012497259372,0.08331506248629686,0.7498355623766718,0,0,3,1,1,0,0,0.0993852642810706,0
28,126,1508.9,0,3,4,0,1,67800,11300,11300,45200,44.90363600238426,13560.0,0.1666642084925001,0.1666642084925001,0.6666568339700004,1,0,0,2,1,0,2,0.1199742857615153,0
32,132,1106.84,0,21,1,1,1,5600,1120,560,3920,5.054881571346043,2800.0,0.19996429209069808,0.09998214604534904,0.6998750223174434,1,0,3,1,2,1,0,0.1099832439422607,0
55,370,1389.13,7000000,6,1,0,2,9000,900,1800,6300,6.474214641796091,4500.0,0.09998889012331963,0.19997778024663926,0.6999222308632375,1,0,3,1,1,1,0,0.0993852642810706,0
43,257,974.84,0,0,1,0,1,85320,21330,7110,56880,87.43236596163305,42660.0,0.24999706988900738,0.08333235662966913,0.6666588530373531,1,0,2,2,1,0,2,0.1285283970832825,0
24,9,1304.46,0,6,1,0,3,5940,540,1080,4320,4.550120264121459,2970.0,0.0908937889244235,0.181787577848847,0.727150311395388,0,0,3,3,0,0,0,0.5670144391059877,1
34,185,1257.36,0,20,3,1,1,51370,9340,4670,37360,40.82297593693379,12842.5,0.18181464250257928,0.09090732125128964,0.7272585700103171,1,0,0,0,2,0,3,0.4616602198282877,1
43,234,1257.04,0,4,1,2,2,51600,10320,5160,36120,41.016183905122254,25800.0,0.19999612410612197,0.09999806205306098,0.6999864343714269,1,0,2,0,2,1,2,0.1199742857615153,0
44,253,719.52,0,9,1,0,3,5400,600,600,4200,7.494587242547049,2700.0,0.11109053878911312,0.11109053878911312,0.7776337715237919,1,0,1,3,2,0,0,0.1335860877134362,0
39,233,1524.18,0,20,3,1,0,48870,5430,5430,38010,32.04211961866796,12217.5,0.11110883755192241,0.11110883755192241,0.7777618628634568,1,1,0,1,2,1,2,0.1199742857615153,0
44,274,1395.58,0,7,1,2,1,5590,860,860,3870,4.0026350083776085,2795.0,0.15381863709533178,0.15381863709533178,0.692183866928993,0,0,3,1,1,0,0,0.1099832439422607,0
48,297,1243.68,0,18,3,0,2,54960,6870,0,48090,44.1559276279847,13740.0,0.12499772566001346,0.0,0.8749840796200943,1,0,0,0,0,1,1,0.4774945961345326,1
47,273,1189.04,0,0,3,1,3,39800,7960,3980,27860,33.44425397465631,9950.0,0.19999497500062813,0.09999748750031406,0.6999824125021984,1,0,0,1,2,0,3,0.1363528675630868,0
37,147,1375.29,0,11,3,0,1,56160,6240,6240,43680,40.80535352287672,14040.0,0.11110913267213902,0.11110913267213902,0.7777639287049732,1,0,0,0,1,0,3,0.4040630399613154,1
42,285,1389.13,0,13,1,0,3,52700,5270,10540,36890,37.91012351362822,26350.0,0.09999810250279881,0.19999620500559762,0.6999867175195916,1,0,2,2,1,1,3,0.1285283970832825,0
43,289,1387.51,0,19,3,1,3,68580,7620,7620,53340,49.391073884955816,17145.0,0.11110949096688587,0.11110949096688587,0.7777664367682011,1,0,0,1,2,0,3,0.1285283970832825,0
60,427,1178.61,7000000,23,1,1,2,90860,12980,19470,58410,77.02545756648385,45430.0,0.14285557059684573,0.2142833558952686,0.6428500676858058,1,0,2,0,1,1,3,0.4616602198282877,1
53,380,1166.62,6000000,23,1,0,3,5700,570,570,4560,4.881725218821193,2850.0,0.0999824592176811,0.0999824592176811,0.7998596737414488,0,0,1,3,0,1,0,0.0873722219467163,0
21,13,1556.31,0,19,3,2,0,94930,8630,8630,77670,60.957677019989596,23732.5,0.09090813327574765,0.09090813327574765,0.8181731994817288,1,1,0,2,1,1,3,0.1199742857615153,0
43,282,1452.27,0,19,1,1,2,46800,4680,9360,32760,32.20323821450935,23400.0,0.09999786329351937,0.19999572658703874,0.6999850430546356,1,0,2,0,2,1,3,0.4774945961345326,1
47,312,1212.07,0,17,3,2,3,56320,7040,7040,42240,46.42765875011335,14080.0,0.12499778057918005,0.12499778057918005,0.7499866834750804,1,0,0,2,2,0,3,0.1285283970832825,0
46,266,1578.54,0,18,1,1,3,83490,7590,15180,60720,52.85716094559176,41745.0,0.09090800206010229,0.18181600412020457,0.7272640164808183,1,0,2,1,2,1,1,0.1285283970832825,0
36,30,1488.26,0,17,3,2,2,57900,5790,5790,46320,38.878369122920105,14475.0,0.09999827291411202,0.09999827291411202,0.7999861833128962,1,0,0,2,1,0,3,0.1285283970832825,0
36,198,1096.39,0,11,3,1,3,49410,5490,5490,38430,45.025013896609224,12352.5,0.11110886239906094,0.11110886239906094,0.7777620367934266,1,0,0,2,1,1,2,0.1363528675630868,0
45,290,1215.36,0,22,3,0,1,66200,6620,6620,52960,54.424676904863695,16550.0,0.09999848944879987,0.09999848944879987,0.799987915590399,1,0,0,1,2,1,3,0.1199742857615153,0
46,260,1482.57,0,7,1,0,1,64080,10680,10680,42720,43.1931085152706,32040.0,0.16666406579173235,0.16666406579173235,0.6666562631669294,1,0,2,1,2,1,1,0.1285283970832825,0
43,233,954.18,0,17,3,2,3,42500,8500,4250,29750,44.49423145375741,10625.0,0.1999952942283711,0.09999764711418554,0.6999835297992988,1,0,0,1,2,0,3,0.1199742857615153,0
30,130,1193.4,0,16,3,2,3,48950,8900,4450,35600,40.982920294708634,12237.5,0.18181446752875324,0.09090723376437662,0.727257870115013,1,0,0,2,0,1,3,0.1363528675630868,0
42,230,1023.11,0,13,3,1,2,58850,10700,10700,37450,57.46453017742234,14712.5,0.18181509235187168,0.18181509235187168,0.6363528232315508,1,0,0,1,1,0,2,0.1199742857615153,0
40,212,1524.45,0,17,3,0,2,82400,8240,8240,65920,54.0168474876266,20600.0,0.09999878642249488,0.09999878642249488,0.799990291379959,1,0,0,1,0,0,3,0.1285283970832825,0
